户型,楼层,面积,装修情况,价格,小区,区域,房屋朝向,配置电梯,挂牌时间,房屋用途,单价
1室1厅,低楼层/共28层,60.97平米,平层/其他,728.0,西豪逸景,西城,房屋朝向,配备电梯,"2023年08月13日
                                                                            ","普通住宅
                                                                            ",119403
3室2厅,中楼层/共13层,137.3平米,平层/精装,1520.0,北礼士路北区,西城,房屋朝向,配备电梯,"2023年08月13日
                                                                            ","普通住宅
                                                                            ",110707
2室1厅,中楼层/共5层,53.9平米,平层/精装,799.0,黄寺大街24号院,西城,房屋朝向,,"2023年08月12日
                                                                            ","普通住宅
                                                                            ",148238
2室1厅,中楼层/共17层,72.5平米,平层/其他,748.0,小马厂东里,西城,房屋朝向,配备电梯,"2023年08月18日
                                                                            ","普通住宅
                                                                            ",103173
2室1厅,高楼层/共13层,65.9平米,平层/精装,838.0,马甸南村,西城,房屋朝向,配备电梯,"2023年08月12日
                                                                            ","普通住宅
                                                                            ",127163
2室2厅,中楼层/共14层,84.26平米,平层/简装,860.0,北樱桃园17号院,西城,房屋朝向,配备电梯,"2023年08月09日
                                                                            ","普通住宅
                                                                            ",102066
2室1厅,中楼层/共6层,50.45平米,平层/精装,460.0,手帕口北街,西城,房屋朝向,,"2023年08月08日
                                                                            ","普通住宅
                                                                            ",91180
1室0厅,低楼层/共26层,28.71平米,平层/精装,360.0,荣丰2008,西城,房屋朝向,配备电梯,"2023年08月09日
                                                                            ","普通住宅
                                                                            ",125392
1室0厅,底层/共1层,13.2平米,平层/其他,159.0,大外廊营胡同,西城,房屋朝向,,"2023年11月04日
                                                                            ","普通住宅
                                                                            ",120455
1室1厅,底层/共6层,50.6平米,平层/精装,540.0,玉桃园三区,西城,房屋朝向,,"2023年08月05日
                                                                            ","普通住宅
                                                                            ",106720
1室1厅,顶层/共6层,38.13平米,平层/简装,380.0,天宁寺东里,西城,房屋朝向,,"2023年08月26日
                                                                            ","普通住宅
                                                                            ",99660
2室1厅,中楼层/共5层,55.5平米,平层/简装,550.0,朝阳庵,西城,房屋朝向,,"2023年08月06日
                                                                            ","普通住宅
                                                                            ",99100
2室1厅,顶层/共5层,47.44平米,平层/精装,497.0,虎坊路小区,西城,房屋朝向,,"2023年08月03日
                                                                            ","普通住宅
                                                                            ",104764
1室1厅,低楼层/共26层,56.4平米,平层/简装,598.0,远见名苑,西城,房屋朝向,配备电梯,"2023年09月04日
                                                                            ","普通住宅
                                                                            ",106029
2室1厅,中楼层/共6层,62.8平米,平层/简装,806.0,新风南里,西城,房屋朝向,,"2023年08月03日
                                                                            ","普通住宅
                                                                            ",128344
2室1厅,中楼层/共9层,63.05平米,平层/精装,650.0,平原里小区,西城,房屋朝向,配备电梯,"2023年08月01日
                                                                            ","普通住宅
                                                                            ",103093
2室1厅,低楼层/共6层,54.01平米,平层/简装,479.0,红居斜街4号院,西城,房屋朝向,,"2023年08月03日
                                                                            ","普通住宅
                                                                            ",88688
3室1厅,底层/共5层,68.2平米,平层/简装,850.0,五路通北街甲1号院,西城,房屋朝向,,"2023年08月08日
                                                                            ","普通住宅
                                                                            ",124634
2室2厅,中楼层/共26层,89.66平米,平层/精装,1250.0,玺源台,西城,房屋朝向,配备电梯,"2023年08月02日
                                                                            ","普通住宅
                                                                            ",139416
3室0厅,顶层/共5层,56.8平米,平层/精装,782.0,三里河居民区,西城,房屋朝向,,"2023年07月29日
                                                                            ","普通住宅
                                                                            ",137677
1室1厅,中楼层/共6层,49.25平米,平层/简装,440.0,红居南街,西城,房屋朝向,,"2023年07月29日
                                                                            ","普通住宅
                                                                            ",89341
2室1厅,高楼层/共20层,59.24平米,平层/简装,599.0,西便门西里,西城,房屋朝向,配备电梯,"2023年07月30日
                                                                            ","普通住宅
                                                                            ",101115
1室1厅,中楼层/共18层,38.5平米,平层/简装,545.0,车公庄北里,西城,房屋朝向,配备电梯,"2023年10月08日
                                                                            ","普通住宅
                                                                            ",141559
4室2厅,中楼层/共19层,227.24平米,平层/精装,2800.0,丽水莲花,西城,房屋朝向,配备电梯,"2023年07月29日
                                                                            ","普通住宅
                                                                            ",123218
2室1厅,中楼层/共6层,50.2平米,平层/精装,690.0,后马厂胡同,西城,房屋朝向,,"2023年10月19日
                                                                            ","普通住宅
                                                                            ",137451
3室1厅,高楼层/共22层,116.04平米,平层/简装,1150.0,广外南街50号院,西城,房屋朝向,配备电梯,"2023年08月01日
                                                                            ","普通住宅
                                                                            ",99104
2室1厅,高楼层/共7层,70.79平米,平层/简装,637.0,天桥南里,西城,房屋朝向,,"2023年07月25日
                                                                            ","普通住宅
                                                                            ",89985
2室1厅,底层/共4层,52.5平米,平层/精装,849.0,小石桥胡同11号院,西城,房屋朝向,,"2023年07月24日
                                                                            ","普通住宅
                                                                            ",161715
3室1厅,高楼层/共6层,72.2平米,平层/简装,625.0,右安门内大街,西城,房屋朝向,,"2023年08月07日
                                                                            ","普通住宅
                                                                            ",86566
2室2厅,中楼层/共9层,87.83平米,平层/精装,1020.0,白纸坊东街1、3号,西城,房屋朝向,配备电梯,"2023年07月22日
                                                                            ","普通住宅
                                                                            ",116134
2室1厅,底层/共6层,59.65平米,平层/简装,670.0,槐柏树街南里,西城,房屋朝向,,"2023年07月21日
                                                                            ","普通住宅
                                                                            ",112322
2室1厅,中楼层/共5层,50.45平米,平层/简装,468.0,小寺街,西城,房屋朝向,,"2023年08月03日
                                                                            ","普通住宅
                                                                            ",92766
3室2厅,高楼层/共18层,146.66平米,平层/精装,1400.0,广信嘉园,西城,房屋朝向,配备电梯,"2023年07月21日
                                                                            ","普通住宅
                                                                            ",95459
2室1厅,中楼层/共18层,73.34平米,平层/精装,890.0,清芷园,西城,房屋朝向,配备电梯,"2023年08月04日
                                                                            ","普通住宅
                                                                            ",121353
2室1厅,高楼层/共6层,60.74平米,平层/简装,570.0,右安门内西街1号院,西城,房屋朝向,,"2023年07月19日
                                                                            ","普通住宅
                                                                            ",93843
2室1厅,顶层/共5层,54.28平米,平层/简装,430.0,报国寺西夹道32号院,西城,房屋朝向,,"2023年07月17日
                                                                            ","普通住宅
                                                                            ",79219
3室1厅,顶层/共6层,71.2平米,平层/精装,850.0,德外大街乙12号院,西城,房屋朝向,,"2023年07月21日
                                                                            ","普通住宅
                                                                            ",119383
3室1厅,低楼层/共6层,64.08平米,平层/简装,738.0,西便门东里,西城,房屋朝向,,"2023年07月21日
                                                                            ","普通住宅
                                                                            ",115169
1室1厅,高楼层/共6层,41.69平米,平层/其他,388.0,广安门外大街,西城,房屋朝向,,"2023年07月15日
                                                                            ","普通住宅
                                                                            ",93068
3室1厅,中楼层/共26层,124.51平米,平层/精装,1600.0,丽水莲花,西城,房屋朝向,配备电梯,"2023年07月15日
                                                                            ","普通住宅
                                                                            ",128504
1室1厅,低楼层/共14层,47.4平米,平层/精装,669.0,新明胡同,西城,房屋朝向,配备电梯,"2023年07月14日
                                                                            ","普通住宅
                                                                            ",141140
2室1厅,中楼层/共5层,50.1平米,平层/精装,866.0,安德东里,西城,房屋朝向,,"2023年07月13日
                                                                            ","普通住宅
                                                                            ",172855
2室1厅,中楼层/共4层,46.8平米,平层/简装,495.0,虎坊路小区,西城,房屋朝向,,"2023年07月13日
                                                                            ","普通住宅
                                                                            ",105770
1室0厅,低楼层/共26层,26.79平米,平层/简装,355.0,荣丰2008,西城,房屋朝向,配备电梯,"2023年08月18日
                                                                            ","普通住宅
                                                                            ",132513
2室1厅,中楼层/共6层,61.4平米,平层/简装,575.0,红莲中里,西城,房屋朝向,,"2023年07月10日
                                                                            ","普通住宅
                                                                            ",93649
1室1厅,顶层/共6层,40.58平米,平层/简装,430.0,槐柏树街南里,西城,房屋朝向,,"2023年07月28日
                                                                            ","普通住宅
                                                                            ",105964
2室1厅,高楼层/共6层,57.8平米,平层/精装,630.0,展览路,西城,房屋朝向,,"2023年08月22日
                                                                            ","普通住宅
                                                                            ",108997
1室1厅,低楼层/共6层,38.7平米,平层/简装,580.0,大井胡同,西城,房屋朝向,,"2023年07月09日
                                                                            ","普通住宅
                                                                            ",149871
2室1厅,中楼层/共12层,58.99平米,平层/精装,670.0,宣武门西大街南区,西城,房屋朝向,,"2023年07月05日
                                                                            ","普通住宅
                                                                            ",113579
1室1厅,低楼层/共26层,24.03平米,平层/精装,360.0,荣丰2008,西城,房屋朝向,配备电梯,"2023年07月06日
                                                                            ","普通住宅
                                                                            ",149813
2室1厅,中楼层/共6层,61.76平米,平层/简装,520.0,白广路6号院,西城,房屋朝向,,"2023年07月02日
                                                                            ","普通住宅
                                                                            ",84197
2室1厅,低楼层/共16层,64.43平米,平层/简装,598.0,枣林前街,西城,房屋朝向,配备电梯,"2023年07月02日
                                                                            ","普通住宅
                                                                            ",92814
1室1厅,中楼层/共29层,58.68平米,平层/精装,666.0,朗琴园,西城,房屋朝向,配备电梯,"2023年07月01日
                                                                            ","普通住宅
                                                                            ",113497
3室1厅,顶层/共18层,97.84平米,平层/毛坯,1130.0,清芷园,西城,房屋朝向,配备电梯,"2023年11月19日
                                                                            ","普通住宅
                                                                            ",115495
1室1厅,底层/共4层,35.8平米,平层/精装,388.0,车公庄中里,西城,房屋朝向,,"2023年06月30日
                                                                            ","普通住宅
                                                                            ",108380
3室1厅,中楼层/共6层,73.5平米,平层/简装,1065.0,冰窖口胡同73号院,西城,房屋朝向,,"2023年07月08日
                                                                            ","普通住宅
                                                                            ",144898
2室1厅,高楼层/共6层,55.79平米,平层/简装,470.0,西便门西里,西城,房屋朝向,,"2023年06月27日
                                                                            ","普通住宅
                                                                            ",84245
1室1厅,中楼层/共6层,43.2平米,平层/简装,695.0,裕中东里,西城,房屋朝向,,"2023年06月27日
                                                                            ","普通住宅
                                                                            ",160880
2室1厅,底层/共18层,64.1平米,平层/精装,845.0,三里河北街3号院,西城,房屋朝向,配备电梯,"2023年06月27日
                                                                            ","普通住宅
                                                                            ",131826
2室1厅,中楼层/共19层,71.4平米,平层/精装,870.0,真武庙六里,西城,房屋朝向,配备电梯,"2023年06月24日
                                                                            ","普通住宅
                                                                            ",121849
3室1厅,中楼层/共16层,117.13平米,平层/简装,1285.0,新安中里,西城,房屋朝向,配备电梯,"2023年10月15日
                                                                            ","普通住宅
                                                                            ",109708
1室1厅,中楼层/共23层,56.33平米,平层/简装,628.0,格调小区,西城,房屋朝向,配备电梯,"2023年07月08日
                                                                            ","普通住宅
                                                                            ",111486
3室1厅,高楼层/共16层,81.6平米,平层/简装,1299.0,复兴门外大街,西城,房屋朝向,配备电梯,"2023年10月04日
                                                                            ","普通住宅
                                                                            ",159192
3室1厅,中楼层/共6层,91.91平米,平层/简装,1645.0,林家胡同2号院,西城,房屋朝向,配备电梯,"2023年06月21日
                                                                            ","普通住宅
                                                                            ",178980
1室1厅,中楼层/共6层,38.2平米,平层/精装,615.0,新风南里,西城,房屋朝向,,"2023年06月20日
                                                                            ","普通住宅
                                                                            ",160995
3室0厅,顶层/共5层,56.97平米,平层/简装,550.0,南横西街94号院,西城,房屋朝向,,"2023年06月19日
                                                                            ","普通住宅
                                                                            ",96543
3室2厅,高楼层/共28层,135.97平米,平层/精装,1178.0,恒昌花园,西城,房屋朝向,配备电梯,"2023年06月27日
                                                                            ","普通住宅
                                                                            ",86637
2室1厅,中楼层/共28层,78.36平米,平层/简装,728.0,西豪逸景,西城,房屋朝向,配备电梯,"2023年06月20日
                                                                            ","普通住宅
                                                                            ",92905
3室1厅,底层/共6层,73.31平米,平层/精装,760.0,红莲北里,西城,房屋朝向,,"2023年06月17日
                                                                            ","普通住宅
                                                                            ",103670
2室1厅,中楼层/共10层,52.3平米,平层/简装,799.0,六铺炕一区,西城,房屋朝向,配备电梯,"2023年06月17日
                                                                            ","普通住宅
                                                                            ",152773
2室1厅,中楼层/共13层,51.43平米,平层/简装,556.0,宣武门西大街南区,西城,房屋朝向,配备电梯,"2023年06月16日
                                                                            ","普通住宅
                                                                            ",108109
2室1厅,低楼层/共20层,75.42平米,平层/简装,620.0,牛街西里,西城,房屋朝向,配备电梯,"2023年06月15日
                                                                            ","普通住宅
                                                                            ",82207
1室1厅,高楼层/共18层,52.12平米,平层/简装,595.0,红莲中里,西城,房屋朝向,配备电梯,"2023年06月14日
                                                                            ","普通住宅
                                                                            ",114160
2室1厅,中楼层/共14层,59.19平米,平层/精装,620.0,西便门东里,西城,房屋朝向,配备电梯,"2023年06月14日
                                                                            ","普通住宅
                                                                            ",104748
3室1厅,底层/共6层,60.64平米,平层/精装,525.0,报国寺东夹道,西城,房屋朝向,,"2023年06月12日
                                                                            ","普通住宅
                                                                            ",86577
2室2厅,高楼层/共12层,82.13平米,平层/其他,1199.0,庄胜二期,西城,房屋朝向,配备电梯,"2023年06月11日
                                                                            ","普通住宅
                                                                            ",145989
2室1厅,中楼层/共25层,93.12平米,平层/简装,1200.0,红山世家,西城,房屋朝向,配备电梯,"2023年06月19日
                                                                            ","普通住宅
                                                                            ",128866
3室1厅,底层/共5层,63.4平米,平层/简装,695.0,北礼士路北区,西城,房屋朝向,,"2023年08月20日
                                                                            ","普通住宅
                                                                            ",109622
2室1厅,底层/共6层,60.46平米,平层/精装,700.0,槐柏树街南里,西城,房屋朝向,,"2023年06月10日
                                                                            ","普通住宅
                                                                            ",115780
2室1厅,中楼层/共12层,54.25平米,平层/精装,499.0,宣武门西大街南区,西城,房屋朝向,配备电梯,"2023年06月09日
                                                                            ","普通住宅
                                                                            ",91982
1室1厅,高楼层/共20层,36.8平米,平层/简装,646.0,文联宿舍,西城,房屋朝向,配备电梯,"2023年06月08日
                                                                            ","普通住宅
                                                                            ",175544
3室1厅,低楼层/共18层,77.74平米,平层/简装,730.0,红莲南里,西城,房屋朝向,配备电梯,"2023年06月07日
                                                                            ","普通住宅
                                                                            ",93903
1室2厅,中楼层/共29层,68.29平米,平层/精装,735.0,蝶翠华庭,西城,房屋朝向,配备电梯,"2023年06月04日
                                                                            ","普通住宅
                                                                            ",107630
3室2厅,低楼层/共22层,126.22平米,平层/精装,1399.0,红莲晴园,西城,房屋朝向,配备电梯,"2023年06月04日
                                                                            ","普通住宅
                                                                            ",110839
2室1厅,中楼层/共13层,73.44平米,平层/精装,799.0,椿树园,西城,房屋朝向,配备电梯,"2023年06月03日
                                                                            ","普通住宅
                                                                            ",108797
2室1厅,中楼层/共20层,72.4平米,平层/精装,935.0,裕中西里,西城,房屋朝向,配备电梯,"2023年06月04日
                                                                            ","普通住宅
                                                                            ",129144
2室1厅,地下室/共6层,57.3平米,平层/精装,560.0,塔院胡同12号院,西城,房屋朝向,,"2023年06月03日
                                                                            ","普通住宅
                                                                            ",97732
2室1厅,高楼层/共20层,65.3平米,平层/精装,1175.0,北滨河路2号院,西城,房屋朝向,配备电梯,"2023年07月12日
                                                                            ","普通住宅
                                                                            ",179939
2室2厅,底层/共6层,95.2平米,平层/精装,1260.0,玉桃园一区,西城,房屋朝向,,"2023年06月08日
                                                                            ","普通住宅
                                                                            ",132353
3室2厅,中楼层/共18层,182.68平米,平层/精装,2880.0,锦官苑,西城,房屋朝向,配备电梯,"2023年06月20日
                                                                            ","普通住宅
                                                                            ",157653
2室1厅,中楼层/共19层,48.4平米,平层/精装,760.0,民康胡同30号院,西城,房屋朝向,配备电梯,"2023年05月30日
                                                                            ","普通住宅
                                                                            ",157025
4室1厅,低楼层/共18层,226.08平米,平层/简装,1630.0,华尊大厦,西城,房屋朝向,配备电梯,"2023年05月27日
                                                                            ","普通住宅
                                                                            ",72099
1室1厅,中楼层/共11层,49.51平米,平层/简装,550.0,前门西大街,西城,房屋朝向,配备电梯,"2023年05月27日
                                                                            ","普通住宅
                                                                            ",111089
3室1厅,顶层/共6层,107.55平米,平层/精装,1050.0,姚家井二巷,西城,房屋朝向,,"2023年05月24日
                                                                            ","普通住宅
                                                                            ",97630
2室1厅,低楼层/共22层,75.94平米,平层/精装,870.0,南线里小区,西城,房屋朝向,配备电梯,"2023年05月27日
                                                                            ","普通住宅
                                                                            ",114565
2室2厅,低楼层/共12层,134.28平米,平层/精装,1650.0,紫金印象,西城,房屋朝向,配备电梯,"2023年10月28日
                                                                            ","普通住宅
                                                                            ",122878
3室2厅,高楼层/共28层,187.16平米,平层/精装,1290.0,天缘公寓,西城,房屋朝向,配备电梯,"2023年05月20日
                                                                            ","普通住宅
                                                                            ",68925
3室1厅,低楼层/共18层,107.09平米,平层/简装,1820.0,三里河二区B区,西城,房屋朝向,配备电梯,"2023年11月21日
                                                                            ","普通住宅
                                                                            ",169951
2室1厅,中楼层/共18层,66.8平米,平层/简装,836.0,百万庄大街乙21号院,西城,房屋朝向,配备电梯,"2023年08月20日
                                                                            ","普通住宅
                                                                            ",125150
3室1厅,顶层/共20层,80.5平米,平层/简装,1165.0,扣钟北里东区,西城,房屋朝向,配备电梯,"2023年09月21日
                                                                            ","普通住宅
                                                                            ",144721
3室1厅,低楼层/共16层,89平米,平层/精装,1268.0,富宏馨居,西城,房屋朝向,配备电梯,"2023年06月02日
                                                                            ","普通住宅
                                                                            ",142472
2室1厅,高楼层/共24层,92.11平米,平层/精装,930.0,未来家园,西城,房屋朝向,配备电梯,"2023年05月16日
                                                                            ","普通住宅
                                                                            ",100967
2室1厅,高楼层/共18层,66.16平米,平层/简装,838.0,椿树园,西城,房屋朝向,配备电梯,"2023年05月12日
                                                                            ","普通住宅
                                                                            ",126663
3室1厅,顶层/共6层,84.6平米,平层/精装,1100.0,护国寺18号院,西城,房屋朝向,,"2023年05月13日
                                                                            ","普通住宅
                                                                            ",130024
2室1厅,低楼层/共28层,92.47平米,平层/精装,1238.0,红山世家,西城,房屋朝向,配备电梯,"2023年05月14日
                                                                            ","普通住宅
                                                                            ",133882
3室1厅,顶层/共6层,68.28平米,平层/精装,650.0,红莲北里,西城,房屋朝向,,"2023年05月11日
                                                                            ","普通住宅
                                                                            ",95197
3室0厅,中楼层/共16层,70.5平米,平层/简装,660.0,南线阁,西城,房屋朝向,配备电梯,"2023年05月07日
                                                                            ","普通住宅
                                                                            ",93618
1室0厅,高楼层/共29层,58.66平米,平层/精装,600.0,朗琴园,西城,房屋朝向,配备电梯,"2023年05月08日
                                                                            ","普通住宅
                                                                            ",102285
2室1厅,中楼层/共7层,72.14平米,平层/简装,1100.0,西绒线,西城,房屋朝向,,"2023年05月07日
                                                                            ","普通住宅
                                                                            ",152482
1室0厅,中楼层/共26层,44.6平米,平层/简装,480.0,远见名苑,西城,房屋朝向,配备电梯,"2023年07月19日
                                                                            ","普通住宅
                                                                            ",107624
1室1厅,高楼层/共18层,48.3平米,平层/简装,746.0,德胜里一区,西城,房屋朝向,配备电梯,"2023年05月05日
                                                                            ","普通住宅
                                                                            ",154452
1室1厅,顶层/共13层,39.4平米,平层/简装,518.0,前半壁街35号院,西城,房屋朝向,配备电梯,"2023年07月20日
                                                                            ","普通住宅
                                                                            ",131473
1室0厅,低楼层/共24层,52.06平米,平层/精装,520.0,牛街18,西城,房屋朝向,配备电梯,"2023年04月27日
                                                                            ","普通住宅
                                                                            ",99885
1室0厅,底层/共1层,18.5平米,平层/简装,310.0,西海南沿,西城,房屋朝向,,"2023年06月28日
                                                                            ","普通住宅
                                                                            ",167568
2室1厅,低楼层/共20层,70.1平米,平层/简装,838.0,裕中西里,西城,房屋朝向,配备电梯,"2023年04月25日
                                                                            ","普通住宅
                                                                            ",119544
1室2厅,中楼层/共13层,41.8平米,平层/简装,570.0,阜成门北大街,西城,房屋朝向,配备电梯,"2023年04月24日
                                                                            ","普通住宅
                                                                            ",136364
3室2厅,低楼层/共26层,93.25平米,平层/精装,1150.0,远见名苑,西城,房屋朝向,配备电梯,"2023年04月27日
                                                                            ","普通住宅
                                                                            ",123325
3室1厅,高楼层/共28层,119.8平米,平层/精装,1130.0,北欧印象,西城,房屋朝向,配备电梯,"2023年04月21日
                                                                            ","普通住宅
                                                                            ",94324
2室1厅,高楼层/共6层,68.68平米,平层/简装,649.0,牛街东里,西城,房屋朝向,配备电梯,"2023年04月23日
                                                                            ","普通住宅
                                                                            ",94497
1室0厅,中楼层/共24层,42.07平米,平层/简装,488.0,牛街18,西城,房屋朝向,配备电梯,"2023年04月20日
                                                                            ","普通住宅
                                                                            ",115998
2室2厅,高楼层/共20层,98.77平米,平层/简装,1250.0,远见名苑二期,西城,房屋朝向,配备电梯,"2023年04月19日
                                                                            ","普通住宅
                                                                            ",126557
2室1厅,低楼层/共10层,63.9平米,平层/简装,830.0,冠英园小区,西城,房屋朝向,配备电梯,"2023年06月04日
                                                                            ","普通住宅
                                                                            ",129891
2室1厅,中楼层/共6层,61.12平米,平层/简装,815.0,三里河一区,西城,房屋朝向,,"2023年04月08日
                                                                            ","普通住宅
                                                                            ",133345
2室1厅,中楼层/共4层,52.8平米,平层/精装,920.0,月坛北街,西城,房屋朝向,,"2023年09月09日
                                                                            ","普通住宅
                                                                            ",174243
2室2厅,底层/共5层,50.4平米,平层/精装,769.0,五路通北街3号院,西城,房屋朝向,,"2023年04月10日
                                                                            ","普通住宅
                                                                            ",152580
3室1厅,中楼层/共18层,122.37平米,平层/精装,1370.0,清芷园,西城,房屋朝向,配备电梯,"2023年12月19日
                                                                            ","普通住宅
                                                                            ",111956
2室1厅,中楼层/共6层,51.03平米,平层/简装,478.0,车站东街15号院,西城,房屋朝向,,"2023年04月06日
                                                                            ","普通住宅
                                                                            ",93671
3室1厅,中楼层/共16层,63平米,平层/精装,775.0,西直门南大街东区,西城,房屋朝向,配备电梯,"2023年04月08日
                                                                            ","普通住宅
                                                                            ",123016
2室1厅,低楼层/共13层,100.07平米,平层/精装,1300.0,信和嘉园,西城,房屋朝向,配备电梯,"2023年03月28日
                                                                            ","普通住宅
                                                                            ",129910
3室1厅,中楼层/共20层,89.3平米,平层/精装,1230.0,裕中西里,西城,房屋朝向,配备电梯,"2023年03月28日
                                                                            ","普通住宅
                                                                            ",137738
3室1厅,高楼层/共18层,122.37平米,平层/精装,1490.0,清芷园,西城,房屋朝向,配备电梯,"2023年05月21日
                                                                            ","普通住宅
                                                                            ",121762
3室1厅,高楼层/共6层,72.18平米,平层/精装,790.0,西便门东里,西城,房屋朝向,,"2023年03月29日
                                                                            ","普通住宅
                                                                            ",109449
1室1厅,中楼层/共6层,40.9平米,平层/精装,735.0,小市口胡同3号院,西城,房屋朝向,,"2023年03月19日
                                                                            ","普通住宅
                                                                            ",179707
2室1厅,顶层/共5层,56.89平米,平层/简装,790.0,三里河三区,西城,房屋朝向,,"2023年03月12日
                                                                            ","普通住宅
                                                                            ",138865
1室1厅,中楼层/共7层,55.08平米,平层/精装,670.0,新安中里,西城,房屋朝向,,"2023年03月10日
                                                                            ","普通住宅
                                                                            ",121642
1室1厅,中楼层/共18层,47.95平米,平层/精装,606.0,椿树园,西城,房屋朝向,配备电梯,"2023年03月08日
                                                                            ","普通住宅
                                                                            ",126382
3室2厅,顶层/共12层,117.1平米,平层/简装,1480.0,北礼士路北区,西城,房屋朝向,配备电梯,"2023年03月11日
                                                                            ","普通住宅
                                                                            ",126388
2室1厅,高楼层/共14层,85.58平米,平层/简装,1160.0,宣武门西大街26号院,西城,房屋朝向,配备电梯,"2023年03月06日
                                                                            ","普通住宅
                                                                            ",135546
2室1厅,底层/共6层,58.1平米,平层/简装,820.0,柳巷15号院,西城,房屋朝向,,"2023年04月02日
                                                                            ","普通住宅
                                                                            ",141136
3室1厅,中楼层/共12层,91.7平米,平层/精装,1278.0,德外大街2号院,西城,房屋朝向,配备电梯,"2023年03月25日
                                                                            ","普通住宅
                                                                            ",139368
2室1厅,高楼层/共9层,70.84平米,平层/简装,969.0,月坛南街,西城,房屋朝向,配备电梯,"2023年03月08日
                                                                            ","普通住宅
                                                                            ",136788
2室1厅,中楼层/共28层,69.16平米,平层/简装,620.0,西豪逸景,西城,房屋朝向,配备电梯,"2023年03月15日
                                                                            ","普通住宅
                                                                            ",89648
2室2厅,中楼层/共7层,81.71平米,平层/简装,809.0,天桥北里,西城,房屋朝向,,"2023年03月01日
                                                                            ","普通住宅
                                                                            ",99009
3室2厅,中楼层/共14层,103.9平米,平层/简装,1360.0,三里河东路,西城,房屋朝向,配备电梯,"2023年06月16日
                                                                            ","普通住宅
                                                                            ",130896
1室1厅,低楼层/共6层,44.12平米,平层/精装,539.0,长椿街,西城,房屋朝向,,"2023年03月02日
                                                                            ","普通住宅
                                                                            ",122167
2室1厅,高楼层/共6层,54.8平米,平层/简装,820.0,定阜街,西城,房屋朝向,,"2023年02月27日
                                                                            ","普通住宅
                                                                            ",149636
2室1厅,低楼层/共6层,57平米,平层/简装,829.0,马甸南村,西城,房屋朝向,,"2023年04月01日
                                                                            ","普通住宅
                                                                            ",145439
3室1厅,高楼层/共18层,79.8平米,平层/精装,1195.0,新明胡同,西城,房屋朝向,配备电梯,"2023年02月18日
                                                                            ","普通住宅
                                                                            ",149750
1室1厅,低楼层/共24层,63.83平米,平层/精装,580.0,乐城,西城,房屋朝向,配备电梯,"2023年02月19日
                                                                            ","普通住宅
                                                                            ",90867
2室1厅,顶层/共6层,79.22平米,平层/精装,688.0,车站西街9号院,西城,房屋朝向,,"2023年02月13日
                                                                            ","普通住宅
                                                                            ",86847
2室1厅,顶层/共6层,58.1平米,平层/简装,685.0,塔院胡同12号院,西城,房屋朝向,,"2023年02月13日
                                                                            ","普通住宅
                                                                            ",117901
2室1厅,中楼层/共6层,69.3平米,平层/精装,1120.0,新风南里,西城,房屋朝向,,"2023年02月08日
                                                                            ","普通住宅
                                                                            ",161617
2室0厅,中楼层/共6层,60.7平米,平层/简装,530.0,槐柏树街,西城,房屋朝向,,"2023年07月10日
                                                                            ","普通住宅
                                                                            ",87315
3室1厅,顶层/共5层,73平米,平层/简装,1030.0,小石桥胡同3号院,西城,房屋朝向,,"2023年02月12日
                                                                            ","普通住宅
                                                                            ",141096
2室1厅,顶层/共6层,57.2平米,平层/简装,698.0,人定湖北巷,西城,房屋朝向,,"2023年01月09日
                                                                            ","普通住宅
                                                                            ",122028
3室1厅,中楼层/共18层,89平米,平层/精装,1399.0,民康胡同30号院,西城,房屋朝向,配备电梯,"2023年01月10日
                                                                            ","普通住宅
                                                                            ",157192
2室1厅,中楼层/共6层,51.76平米,平层/简装,569.0,南横西街,西城,房屋朝向,,"2023年01月08日
                                                                            ","普通住宅
                                                                            ",109931
1室1厅,高楼层/共7层,56.33平米,平层/其他,575.0,天桥北里,西城,房屋朝向,,"2023年01月06日
                                                                            ","普通住宅
                                                                            ",102078
2室1厅,低楼层/共18层,86.1平米,平层/简装,1220.0,黄寺大街24号院,西城,房屋朝向,配备电梯,"2022年12月31日
                                                                            ","普通住宅
                                                                            ",141696
2室1厅,底层/共6层,54.68平米,平层/简装,579.0,车站东街甲9号院,西城,房屋朝向,,"2022年12月06日
                                                                            ","普通住宅
                                                                            ",105889
2室1厅,顶层/共6层,58.82平米,平层/简装,589.0,红莲北里,西城,房屋朝向,,"2022年11月22日
                                                                            ","普通住宅
                                                                            ",100137
4室2厅,高楼层/共20层,146.26平米,平层/精装,1550.0,德胜置业,西城,房屋朝向,配备电梯,"2022年11月18日
                                                                            ","普通住宅
                                                                            ",105976
2室1厅,中楼层/共5层,54.2平米,平层/精装,840.0,新外大街28号院,西城,房屋朝向,,"2022年11月07日
                                                                            ","普通住宅
                                                                            ",154982
3室1厅,中楼层/共13层,102.19平米,平层/简装,1200.0,马甸南村,西城,房屋朝向,配备电梯,"2022年10月31日
                                                                            ","普通住宅
                                                                            ",117429
4室1厅,高楼层/共7层,115.96平米,复式/精装,1090.0,新街口西里一区,西城,房屋朝向,,"2022年10月23日
                                                                            ","普通住宅
                                                                            ",93998
1室1厅,高楼层/共10层,35.77平米,复式/精装,500.0,荣丰2008,西城,房屋朝向,配备电梯,"2022年10月22日
                                                                            ","普通住宅
                                                                            ",139782
